,Date,Open,High,Low,Close,Adj Close,Volume
722,2018-04-06,60.200001,61.855999,59.099998,59.860001000000004,59.860001000000004,67601500
723,2018-04-09,60.074001,61.900002,57.841999,57.931999,57.931999,51249000
724,2018-04-10,59.793999,61.419998,58.736,60.939999,60.939999,54949000
725,2018-04-11,60.147999,61.796001000000004,59.931999,60.186001,60.186001,37414500
726,2018-04-12,60.464001,60.790001000000004,58.736,58.816002000000005,58.816002000000005,38044000
727,2018-04-13,60.720001,60.790001000000004,59.195999,60.068001,60.068001,36636000
728,2018-04-16,59.799999,59.931999,57.801998,58.242001,58.242001,31692500
729,2018-04-17,57.773998,58.433997999999995,56.501999,57.537997999999995,57.537997999999995,35000000
730,2018-04-18,58.216,60.048,57.632,58.669998,58.669998,32788500
731,2018-04-19,58.216,60.202,57.709998999999996,60.015999,60.015999,30453000
732,2018-04-20,59.034,59.995998,57.950001,58.048,58.048,28139500
733,2018-04-23,58.257999,58.324001,56.466,56.674,56.674,24467000
734,2018-04-24,57.0,57.417999,55.692001,56.692001,56.692001,28426500
735,2018-04-25,56.700001,57.032001,55.450001,56.138,56.138,20068000
736,2018-04-26,55.75,57.158001,55.299999,57.096001,57.096001,21780000
737,2018-04-27,57.074001,58.894001,56.765999,58.816002000000005,58.816002000000005,21823000
738,2018-04-30,58.722,59.745998,58.5,58.779999,58.779999,21141000
739,2018-05-01,58.702,60.164001,58.644001,59.984001,59.984001,23128000
740,2018-05-02,59.714001,61.369999,59.556,60.23,60.23,44852000
741,2018-05-03,55.757999,57.608002,55.046001000000004,56.889998999999996,56.889998999999996,86760500
742,2018-05-04,56.599998,59.372002,55.903999,58.818001,58.818001,42847000
743,2018-05-07,59.5,61.192001,59.034,60.554001,60.554001,43391000
744,2018-05-08,60.16,61.549999,59.799999,60.394001,60.394001,29650000
745,2018-05-09,60.082001,61.402,60.009997999999996,61.369999,61.369999,28637000
746,2018-05-10,61.5,62.598,60.821999,61.004002,61.004002,28258000
747,2018-05-11,61.540001000000004,61.776001,59.816002000000005,60.212002000000005,60.212002000000005,23398000
748,2018-05-14,60.664001,60.987999,58.324001,58.394001,58.394001,36434000
749,2018-05-15,57.001999,57.391998,56.099998,56.835999,56.835999,47596000
750,2018-05-16,56.765999,57.762001,56.312,57.296001000000004,57.296001000000004,28370000
751,2018-05-17,57.18,57.838001,56.793999,56.908001,56.908001,22103000
752,2018-05-18,56.93,56.93,54.799999,55.363997999999995,55.363997999999995,36259500
753,2018-05-21,56.265999,58.298,56.259997999999996,56.897999,56.897999,45913000
754,2018-05-22,57.551998,57.599998,54.683997999999995,55.001999,55.001999,44729000
755,2018-05-23,55.551998,55.981998,54.799999,55.813999,55.813999,29925500
756,2018-05-24,55.68,56.222,54.978001,55.57,55.57,20883500
757,2018-05-25,55.526001,55.928001,55.122002,55.77,55.77,19375500
758,2018-05-29,55.702,57.299999,55.23,56.751999,56.751999,28333000
759,2018-05-30,56.658001,59.001999,56.32,58.344002,58.344002,37448500
760,2018-05-31,57.442001,58.074001,56.585999,56.945999,56.945999,29598500
761,2018-06-01,57.172001,58.389998999999996,56.768002,58.363997999999995,58.363997999999995,27122000
762,2018-06-04,58.868,59.799999,58.709998999999996,59.348,59.348,23989000
763,2018-06-05,59.540001000000004,59.560001,57.348,58.226002,58.226002,29976000
764,2018-06-06,60.099998,64.433998,59.495998,63.900002,63.900002,93836500
765,2018-06-07,63.23,66.0,62.716,63.217999,63.217999,71726500
766,2018-06-08,63.799999,64.896004,63.43,63.532001,63.532001,41026000
767,2018-06-11,64.501999,66.931999,64.5,66.41999799999999,66.41999799999999,65917500
768,2018-06-12,68.940002,70.994003,67.599998,68.554001,68.554001,111737000
769,2018-06-13,69.342003,69.440002,67.959999,68.956001,68.956001,47349000
770,2018-06-14,69.52600100000001,71.75,69.32,71.543999,71.543999,54905000
771,2018-06-15,70.76799799999999,72.933998,70.25,71.634003,71.634003,54241500
772,2018-06-18,71.08000200000001,74.746002,70.900002,74.166,74.166,60366000
773,2018-06-19,73.031998,74.0,69.25,70.510002,70.510002,63809500
774,2018-06-20,71.608002,72.875999,70.400002,72.444,72.444,41918500
775,2018-06-21,72.400002,73.241997,69.253998,69.501999,69.501999,39835500
776,2018-06-22,70.307999,70.449997,66.400002,66.725998,66.725998,51330500
777,2018-06-25,66.024002,67.694,65.5,66.601997,66.601997,34656500
778,2018-06-26,67.209999,68.709999,65.160004,68.400002,68.400002,37262500
779,2018-06-27,69.0,70.157997,67.900002,68.900002,68.900002,41668500
780,2018-06-28,69.73200200000001,71.403999,69.222,69.986,69.986,41990000
781,2018-06-29,70.666,70.772003,68.48200200000001,68.589996,68.589996,32462000
782,2018-07-02,72.014,72.956001,65.970001,67.014,67.014,93799000
783,2018-07-03,66.349998,66.498001,61.938,62.172001,62.172001,61413000
784,2018-07-05,62.751999,62.877998,59.243999,61.832001,61.832001,87382000
785,2018-07-06,60.990002000000004,62.414001,60.400002,61.779999,61.779999,44327500
786,2018-07-09,62.397999,63.703998999999996,61.599998,63.702,63.702,37984000
787,2018-07-10,64.912003,65.53600300000001,63.84,64.494003,64.494003,47357500
788,2018-07-11,63.16,64.388,63.014,63.792,63.792,24420500
789,2018-07-12,64.28600300000001,64.646004,62.554001,63.341999,63.341999,28606000
790,2018-07-13,63.116001000000004,63.916,61.849998,63.773998,63.773998,29349000
791,2018-07-16,62.341999,63.032001,61.25,62.02,62.02,39093500
792,2018-07-17,61.762001,64.947998,61.700001,64.538002,64.538002,34981000
793,2018-07-18,65.0,65.099998,63.25,64.769997,64.769997,28121000
794,2018-07-19,63.265999,64.708,62.801998,64.045998,64.045998,29576500
795,2018-07-20,64.246002,64.648003,62.341999,62.716,62.716,25811000
796,2018-07-23,60.368,61.099998,58.571999,60.639998999999996,60.639998999999996,54964500
797,2018-07-24,60.883998999999996,61.543999,58.509997999999996,59.486,59.486,47954000
798,2018-07-25,59.348,61.924,58.900002,61.748001,61.748001,35377000
799,2018-07-26,60.970001,62.139998999999996,60.728001,61.330002,61.330002,23152500
800,2018-07-27,61.450001,61.537997999999995,59.068001,59.436001,59.436001,28516500
801,2018-07-30,59.18,59.220001,57.226002,58.034,58.034,34070500
802,2018-07-31,58.450001,59.664001,57.813999,59.627998,59.627998,25384500
803,2018-08-01,59.598,60.599998,58.599998,60.167999,60.167999,50647000
804,2018-08-02,65.688004,69.998001,64.63200400000001,69.907997,69.907997,116075000
805,2018-08-03,69.561996,71.0,68.505997,69.634003,69.634003,68282500
806,2018-08-06,69.092003,70.996002,68.363998,68.398003,68.398003,42821500
807,2018-08-07,68.76799799999999,77.491997,67.83000200000001,75.914001,75.914001,154379000
808,2018-08-08,73.818001,76.528,73.42400400000001,74.068001,74.068001,122856000
809,2018-08-09,73.110001,73.402,69.146004,70.489998,70.489998,85919000
810,2018-08-10,70.800003,72.0,69.199997,71.098,71.098,57760000
811,2018-08-13,72.225998,72.638,69.804001,71.281998,71.281998,52319500
812,2018-08-14,71.690002,71.839996,69.41999799999999,69.528,69.528,34932000
813,2018-08-15,68.38200400000001,68.898003,66.428001,67.737999,67.737999,45506500
814,2018-08-16,67.98200200000001,68.456001,66.764,67.089996,67.089996,30320000
815,2018-08-17,64.699997,65.353996,60.706001,61.099998,61.099998,94793000
816,2018-08-20,58.34,61.700001,57.639998999999996,61.688,61.688,87011500
817,2018-08-21,62.122002,64.958,61.799999,64.379997,64.379997,65861000
818,2018-08-22,64.17400400000001,64.77600100000001,62.933997999999995,64.32800300000001,64.32800300000001,29730000
819,2018-08-23,63.827999,65.46399699999999,63.619999,64.019997,64.019997,25736500
820,2018-08-24,64.139999,64.769997,63.880001,64.564003,64.564003,18013000
821,2018-08-27,63.599998,64.487999,61.762001,63.854,63.854,65396500
822,2018-08-28,63.681999,63.776001,62.237999,62.372002,62.372002,38245500
823,2018-08-29,62.054001,62.369999,60.737999,61.001999,61.001999,37237000
824,2018-08-30,60.452,60.919998,59.543999,60.630001,60.630001,36083500
825,2018-08-31,60.400002,61.062,59.720001,60.332001,60.332001,26875500
826,2018-09-04,59.388,59.638,57.599998,57.790001000000004,57.790001000000004,41752500
827,2018-09-05,57.009997999999996,57.355999,55.436001,56.147999,56.147999,38604000
828,2018-09-06,56.959998999999996,58.234001,55.776001,56.189999,56.189999,37404000
829,2018-09-07,52.02,53.669998,50.450001,52.647999,52.647999,112459500
830,2018-09-10,54.652,57.206001,54.200001,57.099998,57.099998,71417500
831,2018-09-11,55.894001,56.400002,54.709998999999996,55.888,55.888,45850000
832,2018-09-12,56.287997999999995,58.5,55.73,58.108002,58.108002,50077000
833,2018-09-13,57.604,59.0,57.035999,57.891998,57.891998,31701500
834,2018-09-14,57.751999,59.466,57.304001,59.040001000000004,59.040001000000004,33828000
835,2018-09-17,58.007999,60.174,57.625999,58.967999,58.967999,34438000
836,2018-09-18,59.338001,60.528,55.099998,56.992001,56.992001,82737500
837,2018-09-19,56.102001,60.0,56.099998,59.804001,59.804001,41474500
838,2018-09-20,60.712002000000005,61.195999,58.666,59.666,59.666,36747000
839,2018-09-21,59.540001000000004,60.116001000000004,59.074001,59.82,59.82,25252500
840,2018-09-24,59.695999,60.599998,58.716,59.936001,59.936001,24215000
841,2018-09-25,60.0,60.919998,59.299999,60.198002,60.198002,22408500
842,2018-09-26,60.382,62.778,60.222,61.916,61.916,39216000
843,2018-09-27,62.580002,62.992001,61.382,61.504002,61.504002,42545500
844,2018-09-28,54.051998,55.599998,52.112,52.953998999999996,52.953998999999996,168248500
845,2018-10-01,61.153999,62.287997999999995,60.209998999999996,62.139998999999996,62.139998999999996,108888000
846,2018-10-02,62.790001000000004,63.368,59.830002,60.203998999999996,60.203998999999996,58717500
847,2018-10-03,60.666,60.919998,58.313999,58.959998999999996,58.959998999999996,39975000
848,2018-10-04,58.790001000000004,58.799999,55.534,56.366001000000004,56.366001000000004,49071000
849,2018-10-05,54.93,54.976002,52.0,52.389998999999996,52.389998999999996,89722500
850,2018-10-08,52.903999,53.551998,49.799999,50.112,50.112,67363500
851,2018-10-09,51.049999,53.354,50.66,52.560001,52.560001,60303000
852,2018-10-10,52.922001,53.102001,49.554001,51.375999,51.375999,64076500
853,2018-10-11,51.506001,52.450001,49.806,50.445999,50.445999,40838500
854,2018-10-12,52.200001,52.397999,50.402,51.756001,51.756001,36007000
855,2018-10-15,51.812,52.655998,50.908001,51.917999,51.917999,31000000
856,2018-10-16,53.139998999999996,55.476002,52.448002,55.318001,55.318001,47632000
857,2018-10-17,56.48,56.540001000000004,53.16,54.355999,54.355999,43277500
858,2018-10-18,53.858002,54.200001,52.599998,52.782001,52.782001,27106000
859,2018-10-19,53.478001,53.931999,50.700001,52.0,52.0,46877500
860,2018-10-22,52.136002000000005,52.372002,50.518002,52.189999,52.189999,28001500
861,2018-10-23,52.773998,59.585999,52.419998,58.827999,58.827999,95139000
862,2018-10-24,60.209998999999996,60.888,57.146,57.700001,57.700001,100291500
863,2018-10-25,63.444,64.199997,60.202,62.972,62.972,104203500
864,2018-10-26,61.650002,67.980003,61.330002,66.18,66.18,137127500
865,2018-10-29,67.494003,69.431999,65.300003,66.970001,66.970001,72430000
866,2018-10-30,65.678001,67.58000200000001,64.452003,65.980003,65.980003,45633500
867,2018-10-31,66.508003,68.400002,65.82,67.46399699999999,67.46399699999999,38121500
868,2018-11-01,67.652,69.568001,66.945999,68.856003,68.856003,40000500
869,2018-11-02,68.748001,69.839996,68.181999,69.281998,69.281998,39040000
870,2018-11-05,68.099998,68.792,66.028,68.279999,68.279999,39155000
871,2018-11-06,67.814003,69.760002,67.218002,68.211998,68.211998,33814500
872,2018-11-07,68.667999,70.236,68.160004,69.63200400000001,69.63200400000001,36872500
873,2018-11-08,69.699997,71.515999,69.688004,70.279999,70.279999,35453500
874,2018-11-09,69.800003,70.800003,69.045998,70.101997,70.101997,25494000
875,2018-11-12,69.67400400000001,69.956001,66.068001,66.255997,66.255997,34707500
876,2018-11-13,66.63200400000001,68.940002,66.440002,67.746002,67.746002,27243000
877,2018-11-14,68.540001,69.42199699999999,67.43,68.800003,68.800003,25201500
878,2018-11-15,68.466003,69.716003,67.807999,69.688004,69.688004,23128500
879,2018-11-16,69.038002,71.139999,69.024002,70.862,70.862,36031000
880,2018-11-19,71.26799799999999,73.349998,70.57599599999999,70.694,70.694,48544500
881,2018-11-20,68.349998,69.959999,66.709999,69.498001,69.498001,40023500
882,2018-11-21,70.400002,70.620003,67.480003,67.638,67.638,23434000
883,2018-11-23,66.870003,67.5,65.110001,65.166,65.166,21013000
884,2018-11-26,65.0,69.244003,65.0,69.199997,69.199997,39960500
885,2018-11-27,68.010002,69.391998,67.099998,68.783997,68.783997,31791500
886,2018-11-28,69.197998,69.655998,68.442001,69.57399699999999,69.57399699999999,20638000
887,2018-11-29,69.400002,69.5,67.910004,68.234001,68.234001,15403500
888,2018-11-30,68.365997,70.32,67.652,70.096001,70.096001,28145500
889,2018-12-03,72.0,73.199997,70.400002,71.697998,71.697998,41532500
890,2018-12-04,71.209999,73.736,70.400002,71.940002,71.940002,42309500
891,2018-12-06,71.202003,73.475998,70.152,72.612,72.612,39212500
892,2018-12-07,73.800003,75.898003,71.529999,71.594002,71.594002,57556000
893,2018-12-10,72.0,73.195999,70.624001,73.029999,73.029999,33067500
894,2018-12-11,73.98200200000001,74.433998,72.045998,73.351997,73.351997,31544000
895,2018-12-12,73.884003,74.38200400000001,73.031998,73.32,73.32,25135000
896,2018-12-13,74.029999,75.487999,73.349998,75.358002,75.358002,36829500
897,2018-12-14,75.0,75.57399699999999,72.865997,73.141998,73.141998,31688000
898,2018-12-17,72.400002,73.139999,68.77600100000001,69.683998,69.683998,38370000
899,2018-12-18,70.108002,70.309998,66.737999,67.405998,67.405998,35500000
900,2018-12-19,67.519997,69.402,65.947998,66.594002,66.594002,41371000
901,2018-12-20,65.410004,66.057999,62.374001,63.076,63.076,45359500
902,2018-12-21,63.48,64.694,62.487999,63.953998999999996,63.953998999999996,40084000
903,2018-12-24,62.700001,62.900002,59.040001000000004,59.077999,59.077999,27799500
904,2018-12-26,60.0,65.393997,58.818001,65.218002,65.218002,40815500
905,2018-12-27,63.967999,64.433998,60.299999,63.226002,63.226002,42875500
906,2018-12-28,64.620003,67.248001,63.681999,66.774002,66.774002,49695000
907,2018-12-31,67.557999,67.842003,65.052002,66.559998,66.559998,31511500
908,2019-01-02,61.220001,63.026001,59.759997999999996,62.023998,62.023998,58293000
909,2019-01-03,61.400002,61.880001,59.476002,60.071999,60.071999,34826000
910,2019-01-04,61.200001,63.599998,60.546001000000004,63.537997999999995,63.537997999999995,36970500
911,2019-01-07,64.344002,67.348,63.549999,66.991997,66.991997,37756000
912,2019-01-08,68.391998,68.802002,65.403999,67.07,67.07,35042500
913,2019-01-09,67.099998,68.699997,66.293999,67.706001,67.706001,27164500
914,2019-01-10,66.879997,69.07800300000001,66.358002,68.994003,68.994003,30282000
915,2019-01-11,68.417999,69.681999,67.753998,69.452003,69.452003,25195500
916,2019-01-14,68.475998,68.5,66.800003,66.879997,66.879997,26236500
917,2019-01-15,67.0,69.760002,66.900002,68.886002,68.886002,30283000
918,2019-01-16,68.956001,70.400002,68.699997,69.209999,69.209999,23458500
919,2019-01-17,69.241997,70.300003,68.83000200000001,69.461998,69.461998,18383500
920,2019-01-18,64.599998,65.42600300000001,59.945999,60.452,60.452,120754000
921,2019-01-22,60.964001,61.599998,59.099998,59.784,59.784,60333500
922,2019-01-23,58.5,58.900002,56.338001,57.518002,57.518002,62650000
923,2019-01-24,56.605999,58.736,55.855999,58.301998,58.301998,40061000
924,2019-01-25,58.877998,59.703998999999996,57.91,59.408001,59.408001,36248000
925,2019-01-28,58.582001,59.492001,57.549999,59.276001,59.276001,32116500
926,2019-01-29,59.054001,59.712002000000005,58.360001000000004,59.492001,59.492001,23108500
927,2019-01-30,60.09,61.799999,59.698002,61.754002,61.754002,56251500
928,2019-01-31,60.200001,62.312,58.799999,61.403999,61.403999,62846000
929,2019-02-01,61.084,63.220001,60.700001,62.442001,62.442001,36417000
930,2019-02-04,62.596001,63.060001,60.375999,62.577999,62.577999,36760500
931,2019-02-05,62.498001,64.487999,62.450001,64.269997,64.269997,33714000
932,2019-02-06,63.917999,64.848,63.124001,63.444,63.444,25192500
933,2019-02-07,62.66,62.939999,60.599998,61.501999,61.501999,32603000
934,2019-02-08,61.366001000000004,61.490002000000004,59.700001,61.16,61.16,29221000
935,2019-02-11,62.32,63.720001,62.099998,62.568001,62.568001,35648500
936,2019-02-12,63.240002000000004,63.638,61.924,62.362,62.362,27588000
937,2019-02-13,62.470001,62.549999,61.113997999999995,61.633998999999996,61.633998999999996,25708000
938,2019-02-14,60.675999,61.354,60.200001,60.754002,60.754002,26004000
939,2019-02-15,60.900002,61.599998,60.779999,61.576,61.576,19524500
940,2019-02-19,61.312,62.307999,61.094002,61.127998,61.127998,20842000
941,2019-02-20,60.882,61.259997999999996,59.799999,60.512001,60.512001,35710500
942,2019-02-21,60.362,60.647999,58.099998,58.245998,58.245998,44546000
943,2019-02-22,58.897999,59.299999,58.419998,58.942001,58.942001,28703000
944,2019-02-25,59.582001,60.580002,59.400002,59.754002,59.754002,33132500
945,2019-02-26,58.444,60.402,57.754002,59.571999,59.571999,42912500
946,2019-02-27,60.355999,63.259997999999996,60.110001000000004,62.948002,62.948002,55919500
947,2019-02-28,63.784,64.0,62.161999,63.976002,63.976002,52603500
948,2019-03-01,61.388,61.425999,58.380001,58.958,58.958,114557000
949,2019-03-04,59.624001,59.799999,56.556,57.071999,57.071999,85484000
950,2019-03-05,56.400002,56.799999,54.02,55.307999,55.307999,93823500
951,2019-03-06,55.296001000000004,56.301998,54.877998,55.248001,55.248001,51677500
952,2019-03-07,55.768002,56.939999,54.849998,55.318001,55.318001,47212500
953,2019-03-08,55.382,57.118,55.178001,56.827999,56.827999,44098000
954,2019-03-11,56.703998999999996,58.256001,56.099998,58.183997999999995,58.183997999999995,36961500
955,2019-03-12,57.298,57.613997999999995,56.212002000000005,56.672001,56.672001,37520500
956,2019-03-13,56.779999,58.397999,56.540001000000004,57.792,57.792,34223500
957,2019-03-14,58.490002000000004,59.077999,57.658001,57.992001,57.992001,35517000
958,2019-03-15,56.702,56.743999,54.880001,55.085999,55.085999,73927500
959,2019-03-18,55.200001,55.610001000000004,53.459998999999996,53.897999,53.897999,51405000
960,2019-03-19,53.5,54.66,52.692001,53.493999,53.493999,59003000
961,2019-03-20,53.938,54.993999,53.259997999999996,54.720001,54.720001,34541000
962,2019-03-21,54.52,55.290001000000004,53.689999,54.804001,54.804001,29735500
963,2019-03-22,54.515999,54.560001,52.799999,52.905998,52.905998,43728000
964,2019-03-25,51.942001,52.636002000000005,50.891998,52.084,52.084,51075000
965,2019-03-26,52.888,54.051998,52.886002000000005,53.554001,53.554001,36754500
966,2019-03-27,53.75,55.074001,53.636002000000005,54.966,54.966,43896000
967,2019-03-28,55.431999,56.066002000000005,55.02,55.723999,55.723999,33870500
968,2019-03-29,55.740002000000004,56.032001,54.900002,55.972,55.972,29956500
969,2019-04-01,56.523998,57.84,56.256001,57.835999,57.835999,40552000
970,2019-04-02,57.66,57.888,56.776001,57.175999,57.175999,27394500
971,2019-04-03,57.464001,59.234001,57.433997999999995,58.362,58.362,39597000
972,2019-04-04,52.377998,54.240002000000004,52.118,53.556,53.556,118603500
973,2019-04-05,53.972,55.220001,53.222,54.992001,54.992001,65191500
974,2019-04-08,55.537997999999995,56.231998,54.088001,54.639998999999996,54.639998999999996,52052000
975,2019-04-09,54.330002,55.0,53.922001,54.462002000000005,54.462002000000005,29520000
976,2019-04-10,55.348,55.675999,54.577999,55.212002000000005,55.212002000000005,35306500
977,2019-04-11,53.66,54.099998,53.119999,53.683997999999995,53.683997999999995,49179500
978,2019-04-12,54.043999,54.389998999999996,53.366001000000004,53.540001000000004,53.540001000000004,33730000
979,2019-04-15,53.726002,53.776001,51.726002,53.276001,53.276001,50193000
980,2019-04-16,53.150002,55.0,52.944,54.672001,54.672001,36364500
981,2019-04-17,54.950001,54.958,53.708,54.245998,54.245998,25632500
982,2019-04-18,54.245998,54.967999,53.950001,54.652,54.652,29381500
983,2019-04-22,53.799999,53.936001,52.495998,52.549999,52.549999,60735500
984,2019-04-23,52.029999,53.119999,51.150002,52.779999,52.779999,54719500
985,2019-04-24,52.77,53.063999,51.599998,51.731998,51.731998,53637500
986,2019-04-25,51.0,51.799999,49.214001,49.526001,49.526001,109247000
987,2019-04-26,49.299999,49.335999,46.226002,47.028,47.028,111803500
988,2019-04-29,47.172001,48.796001000000004,46.433997999999995,48.293999,48.293999,83572500
989,2019-04-30,48.411999,48.841999,47.400002,47.737999,47.737999,47323000
990,2019-05-01,47.77,48.0,46.299999,46.801998,46.801998,53522000
991,2019-05-02,49.104,49.425999,47.543999,48.82,48.82,90796500
992,2019-05-03,48.771999,51.321999,48.698002,51.006001,51.006001,118534000
993,2019-05-06,50.004002,51.669998,49.700001,51.068001,51.068001,54169500
994,2019-05-07,51.360001000000004,51.442001,49.02,49.411999,49.411999,50657000
995,2019-05-08,49.388,50.119999,48.84,48.967999,48.967999,30882000
996,2019-05-09,48.400002,48.736,47.388,48.396,48.396,33557000
997,2019-05-10,47.950001,48.397999,47.203998999999996,47.903999,47.903999,35041500
998,2019-05-13,46.402,46.493999,44.900002,45.402,45.402,54174000
999,2019-05-14,45.860001000000004,46.900002,45.599998,46.462002000000005,46.462002000000005,36262000
1000,2019-05-15,45.863997999999995,46.487999,45.049999,46.389998999999996,46.389998999999996,36480000
1001,2019-05-16,45.897999,46.200001,45.299999,45.666,45.666,37416500
1002,2019-05-17,44.391998,44.448002,41.784,42.206001,42.206001,88933500
1003,2019-05-20,40.560001,41.200001,39.049999,41.071999,41.071999,102631000
1004,2019-05-21,39.551998,41.48,39.208,41.015999,41.015999,90019500
1005,2019-05-22,39.82,40.787997999999995,38.355999,38.546001000000004,38.546001000000004,93426000
1006,2019-05-23,38.868,39.894001,37.243999,39.098,39.098,132735500
1007,2019-05-24,39.966,39.995998,37.75,38.125999,38.125999,70683000
1008,2019-05-28,38.240002000000004,39.0,37.57,37.740002000000004,37.740002000000004,51564500
1009,2019-05-29,37.419998,38.478001,37.007999,37.972,37.972,59843000
1010,2019-05-30,37.75,38.452,37.403999,37.644001,37.644001,39632500
1011,2019-05-31,37.02,37.984001,36.82,37.032001,37.032001,52033500
1012,2019-06-03,37.102001,37.335999,35.397999,35.793999,35.793999,65322000
1013,2019-06-04,36.220001,38.796001000000004,35.922001,38.720001,38.720001,69037500
1014,2019-06-05,39.736,40.256001,38.369999,39.318001,39.318001,67554000
1015,2019-06-06,40.888,42.200001,40.360001000000004,41.189999,41.189999,101211000
1016,2019-06-07,41.0,42.167999,40.700001,40.900002,40.900002,80017500
1017,2019-06-10,42.049999,43.388,41.801998,42.576,42.576,52925000
1018,2019-06-11,43.827999,44.18,42.700001,43.419998,43.419998,58267500
1019,2019-06-12,44.59,44.675999,41.799999,41.852001,41.852001,75987500
1020,2019-06-13,42.076,42.98,41.501999,42.782001,42.782001,40841500
1021,2019-06-14,42.25,43.330002,42.080002,42.984001,42.984001,37167000
1022,2019-06-17,43.096001,45.400002,42.854,45.006001,45.006001,61584000
1023,2019-06-18,45.743999,46.948002,44.512001,44.948002,44.948002,63579000
1024,2019-06-19,45.021999,45.554001,44.212002000000005,45.285999,45.285999,32875500
1025,2019-06-20,44.599998,45.380001,43.27,43.924,43.924,59317500
1026,2019-06-21,43.243999,44.436001,43.099998,44.372002,44.372002,41010500
1027,2019-06-24,44.647999,45.172001,44.203998999999996,44.728001,44.728001,28754000
1028,2019-06-25,44.877998,45.068001,43.897999,43.952,43.952,30910500
1029,2019-06-26,44.062,45.445999,43.619999,43.854,43.854,42536000
1030,2019-06-27,43.889998999999996,44.580002,43.470001,44.568001,44.568001,31698500
1031,2019-06-28,44.198002,45.034,44.16,44.692001,44.692001,34257000
1032,2019-07-01,46.042,46.619999,45.256001,45.433997999999995,45.433997999999995,41067000
1033,2019-07-02,45.778,45.830002,44.444,44.91,44.91,46295000
1034,2019-07-03,47.877998,48.313999,46.902,46.98,46.98,71005500
1035,2019-07-05,46.914001,47.09,46.16,46.619999,46.619999,35328500
1036,2019-07-08,46.248001,46.450001,45.731998,46.068001,46.068001,29402500
1037,2019-07-09,45.793999,46.200001,45.456001,46.012001,46.012001,30954000
1038,2019-07-10,46.830002,47.787997999999995,46.627998,47.784,47.784,45728500
1039,2019-07-11,47.627998,48.299999,47.16,47.720001,47.720001,37572000
1040,2019-07-12,47.950001,49.076,47.942001,49.015999,49.015999,46002500
1041,2019-07-15,49.599998,50.883998999999996,48.972,50.700001,50.700001,55000500
1042,2019-07-16,49.860001000000004,50.706001,49.585999,50.476002,50.476002,40745000
1043,2019-07-17,51.133998999999996,51.661999,50.669998,50.972,50.972,48823500
1044,2019-07-18,51.009997999999996,51.150002,50.377998,50.708,50.708,23793000
1045,2019-07-19,51.138,51.992001,50.924,51.636002000000005,51.636002000000005,35242000
1046,2019-07-22,51.75,52.43,50.838001,51.136002000000005,51.136002000000005,34212000
1047,2019-07-23,51.341999,52.096001,50.900002,52.034,52.034,25115500
1048,2019-07-24,51.834,53.214001,51.632,52.976002,52.976002,55364000
1049,2019-07-25,46.700001,46.900002,45.110001000000004,45.764,45.764,112091500
1050,2019-07-26,45.383998999999996,46.051998,44.450001,45.608002,45.608002,50138500
1051,2019-07-29,45.417999,47.188,45.206001,47.153999,47.153999,46366500
1052,2019-07-30,46.580002,48.672001,46.436001,48.452,48.452,40545000
1053,2019-07-31,48.599998,49.335999,47.330002,48.321999,48.321999,45891000
1054,2019-08-01,48.529999,48.902,46.354,46.77,46.77,41297500
1055,2019-08-02,46.27,47.254002,45.846001,46.868,46.868,30682500
1056,2019-08-05,45.919998,46.273998,45.155998,45.664001,45.664001,35141500
1057,2019-08-06,46.375999,46.5,45.150002,46.150002,46.150002,27821000
1058,2019-08-07,45.299999,46.714001,45.16,46.683997999999995,46.683997999999995,23882500
1059,2019-08-08,46.889998999999996,47.959998999999996,46.529999,47.66,47.66,26371500
1060,2019-08-09,47.209998999999996,47.792,46.762001,47.001999,47.001999,19491000
1061,2019-08-12,46.598,47.153999,45.75,45.801998,45.801998,23319500
1062,2019-08-13,45.762001,47.200001,45.509997999999996,47.0,47.0,24240500
1063,2019-08-14,46.242001,46.299999,43.338001,43.924,43.924,47813000
1064,2019-08-15,44.172001,44.312,42.310001,43.127998,43.127998,40798000
1065,2019-08-16,43.332001,44.448002,43.203998999999996,43.987999,43.987999,25492500
1066,2019-08-19,44.841999,45.566002000000005,44.34,45.366001000000004,45.366001000000004,26548000
1067,2019-08-20,45.523998,45.818001,44.908001,45.172001,45.172001,20626000
1068,2019-08-21,44.402,44.644001,43.52,44.166,44.166,38971500
1069,2019-08-22,44.560001,45.080002,43.644001,44.43,44.43,32795000
1070,2019-08-23,43.993999,44.234001,42.200001,42.279999,42.279999,42693000
1071,2019-08-26,42.720001,43.004002,42.307999,43.0,43.0,25259500
1072,2019-08-27,43.147999,43.759997999999996,42.405998,42.816002000000005,42.816002000000005,27081000
1073,2019-08-28,42.737999,43.450001,42.462002000000005,43.118,43.118,16127500
1074,2019-08-29,43.799999,44.68,43.599998,44.341999,44.341999,25897500
1075,2019-08-30,45.830002,46.487999,44.841999,45.122002,45.122002,46603000
1076,2019-09-03,44.816002000000005,45.790001000000004,44.632,45.001999,45.001999,26770500
1077,2019-09-04,45.377998,45.692001,43.841999,44.136002000000005,44.136002000000005,28805000
1078,2019-09-05,44.5,45.959998999999996,44.169998,45.916,45.916,36976500
1079,2019-09-06,45.439999,45.928001,45.034,45.490002000000004,45.490002000000004,20947000
1080,2019-09-09,46.0,46.751999,45.846001,46.358002,46.358002,24013500
